Species,Parity,Reference
Homalopsis_buccata,1,[15]
Homonota_andicola,0,[4]
Homonota_borellii,0,[4]
Homonota_darwinii,0,[4]
Homonota_fasciata,0,[4]
Homonota_gaudichaudii,0,[4]
Homonota_horrida,0,[4]
Homonota_penai,0,[4]
Homonota_rupicola,0,[4]
Homonota_underwoodi,0,[4]
Homonota_uruguayensis,0,[4]
Homonota_whitii,0,[4]
Homopholis_fasciata,0,[4]
Homopholis_mulleri,0,[4]
Homopholis_walbergii,0,[4]
Homoroselaps_dorsalis,0,[21]
Homoroselaps_lacteus,0,[21]
Hoplocephalus_bitorquatus,1,[20]
Hoplocephalus_bungaroides,1,[20]
Hoplocephalus_stephensii,1,[20]
Hoplocercus_spinosus,0,[7]
Hoplodactylus_chrysosireticus,1,[4]
Hoplodactylus_cryptozoicus,1,[4]
Hoplodactylus_delcourti,1,[4]
Hoplodactylus_duvaucelii,1,[4]
Hoplodactylus_granulatus,1,[4]
Hoplodactylus_kahutarae,1,[4]
Hoplodactylus_maculatus,1,[4]
Hoplodactylus_nebulosus,1,[4]
Hoplodactylus_pacificus,1,[4]
Hoplodactylus_rakiurae,1,[4]
Hoplodactylus_stephensi,1,[4]
Hormonotus_modestus,0,[21]
Hydrablabes_periops,0,[19]
Hydrablabes_praefrontalis,0,[19]
Hydraethiops_laevis,0,[19]
Hydraethiops_melanogaster,0,[19]
Hydrelaps_darwiniensis,1,[20]
Hydrodynastes_bicinctus,0,[19]
Hydrodynastes_gigas,0,[19]
Hydrodynastes_melanogigas,0,[19]
Hydromorphus_concolor,0,[19]
Hydromorphus_dunni,0,[19]
Hydrophis_atriceps,1,[20]
Hydrophis_belcheri,1,[20]
Hydrophis_bituberculatus,1,[20]
Hydrophis_brooki,1,[20]
Hydrophis_coggeri,1,[20]
Hydrophis_cyanocinctus,1,[20]
Hydrophis_czeblukovi,1,[20]
Hydrophis_elegans,1,[20]
Hydrophis_fasciatus,1,[20]
Hydrophis_inornatus,1,[20]
Hydrophis_klossi,1,[20]
Hydrophis_laboutei,1,[20]
Hydrophis_lamberti,1,[20]
Hydrophis_lapemoides,1,[20]
Hydrophis_macdowelli,1,[20]
Hydrophis_mamillaris,1,[20]
Hydrophis_melanocephalus,1,[20]
Hydrophis_melanosoma,1,[20]
Hydrophis_obscurus,1,[20]
Hydrophis_ornatus,1,[20]
Hydrophis_pachycercos,1,[20]
Hydrophis_pacificus,1,[20]
Hydrophis_parviceps,1,[20]
Hydrophis_semperi,1,[20]
Hydrophis_sibauensis,1,[20]
Hydrophis_spiralis,1,[20]
Hydrophis_stricticollis,1,[20]
Hydrophis_torquatus,1,[20]
Hydrophis_vorisi,1,[20]
Hydrops_caesurus,1,[19]
Hydrops_martii,1,[19]
Hydrops_triangularis,1,[19]
Hydrosaurus_amboinensis,0,[2]
Hydrosaurus_pustulatus,0,[2]
Hydrosaurus_weberi,0,[2]
Hypnale_hypnale,1,[22]
Hypnale_nepa,1,[22]
Hypnale_zara,1,[22]
Hypoptophis_wilsoni,0,[21]
Hypsicalotes_kinabaluensis,0,[2]
Hypsiglena_affinis,0,[19]
Hypsiglena_chlorophaea,0,[19]
Hypsiglena_jani,0,[19]
Hypsiglena_ochrorhyncha,0,[19]
Hypsiglena_slevini,0,[19]
Hypsiglena_tanzeri,0,[19]
Hypsiglena_torquata,0,[19]
Hypsilurus_auritus,0,[2]
Hypsilurus_binotatus,0,[2]
Hypsilurus_boydii,0,[2]
Hypsilurus_bruijnii,0,[2]
Hypsilurus_dilophus,0,[2]
Hypsilurus_geelvinkianus,0,[2]
Hypsilurus_godeffroyi,0,[2]
Hypsilurus_hikidanus,0,[2]
Hypsilurus_longi,0,[2]
Hypsilurus_macrolepis,0,[2]
Hypsilurus_magnus,0,[2]
Hypsilurus_modestus,0,[2]
Hypsilurus_nigrigularis,0,[2]
Hypsilurus_ornatus,0,[2]
Hypsilurus_papuensis,0,[2]
Hypsilurus_schoedei,0,[2]
Hypsilurus_schultzewestrumi,0,[2]
Hypsilurus_spinipes,0,[2]
Hypsilurus_tenuicephalus,0,[2]
Hypsirhynchus_ferox,0,[19]
Ialtris_agyrtes,0,[19]
Ialtris_dorsalis,0,[19]
Ialtris_parishi,0,[19]
Iberolacerta_aranica,0,[11]
Iberolacerta_aurelioi,0,[11]
Iberolacerta_bonnali,0,[11]
Iberolacerta_cyreni,0,[11]
Iberolacerta_galani,0,[11]
Iberolacerta_horvathi,0,[11]
Iberolacerta_monticola,0,[11]
Ichnotropis_bivittata,0,[11]
Ichnotropis_capensis,0,[11]
Ichnotropis_chapini,0,[11]
Ichnotropis_grandiceps,0,[11]
Ichnotropis_microlepidota,0,[11]
Ichnotropis_squamulosa,0,[11]
Ichnotropis_tanganicana,0,[11]
Iguana_delicatissima,0,[7]
Iguana_iguana,0,[7]
Iguanognathus_werneri,0,[19]
Imantodes_cenchoa,0,[19]
Imantodes_gemmistratus,0,[19]
Imantodes_inornatus,0,[19]
Imantodes_lentiferus,0,[19]
Imantodes_phantasma,0,[19]
Imantodes_tenuissimus,0,[19]
Iphisa_elegans,0,[9]
Iranolacerta_brandtii,0,[11]
Iranolacerta_zagrosica,0,[11]
Isopachys_anguinoides,1,[24]
Isopachys_borealis,1,[24]
Isopachys_gyldenstolpei,1,[24]
Isopachys_roulei,1,[24]
Ithycyphus_blanci,0,[21]
Ithycyphus_goudoti,0,[21]
Ithycyphus_miniatus,0,[21]
Ithycyphus_oursi,0,[21]
Ithycyphus_perineti,0,[21]
Japalura_andersoniana,0,[2]
Japalura_batangensis,0,[2]
Japalura_brevipes,0,[2]
Japalura_chapaensis,0,[2]
Japalura_dasi,0,[2]
Japalura_dymondi,0,[2]
Japalura_fasciata,0,[2]
Japalura_flaviceps,0,[2]
Japalura_grahami,0,[2]
Japalura_hamptoni,0,[2]
Japalura_kaulbacki,0,[2]
Japalura_kumaonensis,0,[2]
Japalura_luei,0,[2]
Japalura_major,0,[2]
Japalura_makii,0,[2]
Japalura_micangshanensis,0,[2]
Japalura_planidorsata,0,[2]
Japalura_polygonata,0,[2]
Japalura_sagittifera,0,[2]
Japalura_splendida,0,[2]
Japalura_swinhonis,0,[2]
Japalura_tricarinata,0,[2]
Japalura_varcoae,0,[2]
Japalura_variegata,0,[2]
Japalura_yunnanensis,0,[2]
Japalura_zhaoermii,0,[2]
Kaestlea_bilineata,0,[24]
Kaieteurosaurus_hindsi,0,[9]
Kentropyx_altamazonica,0,[9]
Kentropyx_borckiana,0,[9]
Kentropyx_calcarata,0,[9]
Kentropyx_lagartija,0,[9]
Kentropyx_paulensis,0,[9]
Kentropyx_pelviceps,0,[9]
Kentropyx_striata,0,[9]
Kentropyx_vanzoi,0,[9]
Kentropyx_viridistriga,0,[9]
Kerilia_jerdonii,1,[20]
Kinyongia_adolfifriderici,0,[5]
Kinyongia_boehmei,0,[5]
Kinyongia_carpenteri,0,[5]
Kinyongia_excubitor,0,[5]
Kinyongia_fischeri,0,[5]
Kinyongia_matschiei,0,[5]
Kinyongia_multituberculata,0,[5]
Kinyongia_oxyrhina,0,[5]
Kinyongia_tavetana,0,[5]
Kinyongia_tenue,0,[5]
Kinyongia_uluguruensis,0,[5]
Kinyongia_uthmoelleri,0,[5]
Kinyongia_vosseleri,0,[5]
Kinyongia_xenorhina,0,[5]
Kolpophis_annandalei,1,[20]
Lacerta_agilis,0,[11]
Lacerta_bilineata,0,[11]
Lacerta_media,0,[11]
Lacerta_mostoufii,0,[11]
Lacerta_pamphylica,0,[11]
Lacerta_schreiberi,0,[11]
Lacerta_strigata,0,[11]
Lacerta_trilineata,0,[11]
Lacerta_viridis,0,[11]
Lachesis_achrocorda,0,[22]
Lachesis_melanocephala,0,[22]
Lachesis_muta,0,[22]
Lachesis_stenophrys,0,[22]
Laemanctus_longipes,0,[7]
Laemanctus_serratus,0,[7]
Lamprolepis_nieuwenhuisi,0,[24]
Lamprolepis_smaragdina,0,[24]
Lamprolepis_vyneri,0,[24]
Lampropeltis_alterna,0,[19]
Lampropeltis_californiae,0,[19]
Lampropeltis_calligaster,0,[19]
Lampropeltis_elapsoides,0,[19]
Lampropeltis_extenuata,0,[19]
Lampropeltis_getula,0,[19]
Lampropeltis_holbrooki,0,[19]
Lampropeltis_mexicana,0,[19]
Lampropeltis_nigra,0,[19]
Lampropeltis_pyromelana,0,[19]
Lampropeltis_ruthveni,0,[19]
Lampropeltis_splendida,0,[19]
Lampropeltis_triangulum,0,[19]
Lampropeltis_webbi,0,[19]
Lampropeltis_zonata,0,[19]
Lamprophis_abyssinicus,0,[21]
Lamprophis_aurora,0,[21]
Lamprophis_erlangeri,0,[21]
Lamprophis_fiskii,0,[21]
Lamprophis_fuliginosus,0,[21]
Lamprophis_fuscus,0,[21]
Lamprophis_geometricus,0,[21]
Lamprophis_guttatus,0,[21]
Lamprophis_inornatus,0,[21]
Lamprophis_lineatus,0,[21]
Lamprophis_maculatus,0,[21]
Lamprophis_olivaceus,0,[21]
Lamprophis_swazicus,0,[21]
Lamprophis_virgatus,0,[21]
Lampropholis_adonis,0,[24]
Lampropholis_amicula,0,[24]
Lampropholis_caligula,0,[24]
Lampropholis_coggeri,0,[24]
Lampropholis_colossus,0,[24]
Lampropholis_couperi,0,[24]
Lampropholis_delicata,0,[24]
Lampropholis_elongata,0,[24]
Lampropholis_guichenoti,0,[24]
Lampropholis_mirabilis,0,[24]
Lampropholis_robertsi,0,[24]
Langaha_alluaudi,0,[21]
Langaha_madagascariensis,0,[21]
Langaha_pseudoalluaudi,0,[21]
Lankascincus_deignani,0,[24]
Lankascincus_deraniyagalae,0,[24]
Lankascincus_fallax,0,[24]
Lankascincus_gansi,0,[24]
Lankascincus_greeri,0,[24]
Lankascincus_munindradasai,0,[24]
Lankascincus_sripadensis,0,[24]
Lankascincus_taprobanensis,0,[24]
Lankascincus_taylori,0,[24]
Lanthanotus_borneensis,0,[12]
Lapemis_curtus,1,[20]
Lapemis_hardwickii,1,[20]
Larutia_larutense,0,[24]
Larutia_miodactyla,0,[24]
Larutia_seribuatensis,0,[24]
Latastia_boscai,0,[11]
Latastia_carinata,0,[11]
Latastia_cherchii,0,[11]
Latastia_doriai,0,[11]
Latastia_johnstonii,0,[11]
Latastia_lanzai,0,[11]
Latastia_longicaudata,0,[11]
Latastia_ornata,0,[11]
Latastia_petersiana,0,[11]
Latastia_siebenrocki,0,[11]
Latastia_taylori,0,[11]
Laticauda_colubrina,0,[20]
Laticauda_crockeri,0,[20]
Laticauda_guineai,0,[20]
Laticauda_laticaudata,0,[20]
Laticauda_saintgironsi,0,[20]
Laudakia_agrorensis,0,[2]
Laudakia_badakhshana,0,[2]
Laudakia_bochariensis,0,[2]
Laudakia_caucasia,0,[2]
Laudakia_dayana,0,[2]
Laudakia_erythrogastra,0,[2]
Laudakia_fusca,0,[2]
Laudakia_himalayana,0,[2]
Laudakia_kirmanensis,0,[2]
Laudakia_lehmanni,0,[2]
Laudakia_melanura,0,[2]
Laudakia_microlepis,0,[2]
Laudakia_nupta,0,[2]
Laudakia_nuristanica,0,[2]
Laudakia_pakistanica,0,[2]
Laudakia_papenfussi,0,[2]
Laudakia_sacra,0,[2]
Laudakia_stellio,0,[2]
Laudakia_stoliczkana,0,[2]
Laudakia_tuberculata,0,[2]
Laudakia_wui,0,[2]
Leiocephalus_anonymous,0,[7]
Leiocephalus_apertosulcus,0,[7]
Leiocephalus_barahonensis,0,[7]
Leiocephalus_carinatus,0,[7]
Leiocephalus_cubensis,0,[7]
Leiocephalus_cuneus,0,[7]
Leiocephalus_endomychus,0,[7]
Leiocephalus_eremitus,0,[7]
Leiocephalus_etheridgei,0,[7]
Leiocephalus_greenwayi,0,[7]
Leiocephalus_herminieri,0,[7]
Leiocephalus_inaguae,0,[7]
Leiocephalus_jamaicensis,0,[7]
Leiocephalus_loxogrammus,0,[7]
Leiocephalus_lunatus,0,[7]
Leiocephalus_macropus,0,[7]
Leiocephalus_melanochlorus,0,[7]
Leiocephalus_onaneyi,0,[7]
Leiocephalus_personatus,0,[7]
Leiocephalus_pratensis,0,[7]
Leiocephalus_psammodromus,0,[7]
Leiocephalus_punctatus,0,[7]
Leiocephalus_raviceps,0,[7]
Leiocephalus_rhutidira,0,[7]
Leiocephalus_schreibersii,0,[7]
Leiocephalus_semilineatus,0,[7]
Leiocephalus_stictigaster,0,[7]
Leiocephalus_vinculum,0,[7]
Leioheterodon_geayi,0,[21]
Leioheterodon_madagascariensis,0,[21]
Leioheterodon_modestus,0,[21]
Leiolepis_belliana,0,[2]
Leiolepis_boehmei,0,[2]
Leiolepis_guentherpetersi,0,[2]
Leiolepis_guttata,0,[2]
Leiolepis_peguensis,0,[2]
Leiolepis_reevesii,0,[2]
Leiolepis_triploida,0,[2]
Leiopython_albertisii,0,[17]
Leiosaurus_bellii,0,[7]
Leiosaurus_catamarcensis,0,[7]
Leiosaurus_jaguaris,0,[7]
Leiosaurus_paronae,0,[7]
Lepidoblepharis_buchwaldi,0,[4]
Lepidoblepharis_colombianus,0,[4]
Lepidoblepharis_conolepis,0,[4]
Lepidoblepharis_duolepis,0,[4]
Lepidoblepharis_festae,0,[4]
Lepidoblepharis_grandis,0,[4]
Lepidoblepharis_heyerorum,0,[4]
Lepidoblepharis_hoogmoedi,0,[4]
Lepidoblepharis_intermedius,0,[4]
Lepidoblepharis_microlepis,0,[4]
Lepidoblepharis_miyatai,0,[4]
Lepidoblepharis_montecanoensis,0,[4]
Lepidoblepharis_oxycephalus,0,[4]
Lepidoblepharis_peraccae,0,[4]
Lepidoblepharis_ruthveni,0,[4]
Lepidoblepharis_sanctaemartae,0,[4]
Lepidoblepharis_williamsi,0,[4]
Lepidoblepharis_xanthostigma,0,[4]
Lepidodactylus_aureolineatus,0,[4]
Lepidodactylus_balioburius,0,[4]
Lepidodactylus_browni,0,[4]
Lepidodactylus_buleli,0,[4]
Lepidodactylus_christiani,0,[4]
Lepidodactylus_euaensis,0,[4]
Lepidodactylus_flaviocularis,0,[4]
Lepidodactylus_gardineri,0,[4]
Lepidodactylus_guppyi,0,[4]
Lepidodactylus_herrei,0,[4]
Lepidodactylus_intermedius,0,[4]
Lepidodactylus_listeri,0,[4]
Lepidodactylus_lombocensis,0,[4]
Lepidodactylus_lugubris,0,[4]
Lepidodactylus_magnus,0,[4]
Lepidodactylus_manni,0,[4]
Lepidodactylus_moestus,0,[4]
Lepidodactylus_mutahi,0,[4]
Lepidodactylus_novaeguineae,0,[4]
Lepidodactylus_oligoporus,0,[4]
Lepidodactylus_oortii,0,[4]
Lepidodactylus_orientalis,0,[4]
Lepidodactylus_paurolepis,0,[4]
Lepidodactylus_planicaudus,0,[4]
Lepidodactylus_pulcher,0,[4]
Lepidodactylus_pumilus,0,[4]
Lepidodactylus_pusillus,0,[4]
Lepidodactylus_ranauensis,0,[4]
Lepidodactylus_shebae,0,[4]
Lepidodactylus_tepukapili,0,[4]
Lepidodactylus_vanuatuensis,0,[4]
Lepidodactylus_woodfordi,0,[4]
Lepidodactylus_yami,0,[4]
Lepidophyma_chicoasensis,1,[14]
Lepidophyma_cuicateca,1,[14]
Lepidophyma_dontomasi,1,[14]
Lepidophyma_flavimaculatum,1,[14]
Lepidophyma_gaigeae,1,[14]
Lepidophyma_lineri,1,[14]
Lepidophyma_lipetzi,1,[14]
Lepidophyma_lowei,1,[14]
Lepidophyma_mayae,1,[14]
Lepidophyma_micropholis,1,[14]
Lepidophyma_occulor,1,[14]
Lepidophyma_pajapanensis,1,[14]
Lepidophyma_radula,1,[14]
Lepidophyma_reticulatum,1,[14]
Lepidophyma_smithii,1,[14]
Lepidophyma_sylvaticum,1,[14]
Lepidophyma_tarascae,1,[14]
Lepidophyma_tuxtlae,1,[14]
Lepidothyris_fernandi,0,[24]
Leposoma_annectans,0,[9]
Leposoma_baturitensis,0,[9]
Leposoma_caparensis,0,[9]
Leposoma_ferreirai,0,[9]
Leposoma_guianense,0,[9]
Leposoma_hexalepis,0,[9]
Leposoma_ioanna,0,[9]
Leposoma_nanodactylus,0,[9]
Leposoma_osvaldoi,0,[9]
Leposoma_parietale,0,[9]
Leposoma_percarinatum,0,[9]
Leposoma_puk,0,[9]
Leposoma_rugiceps,0,[9]
Leposoma_scincoides,0,[9]
Leposoma_snethlageae,0,[9]
Leposoma_southi,0,[9]
Leposternon_cerradensis,0,[1]
Leposternon_infraorbitale,0,[1]
Leposternon_kisteumacheri,0,[1]
Leposternon_microcephalum,0,[1]
Leposternon_octostegum,0,[1]
Leposternon_polystegum,0,[1]
Leposternon_scutigerum,0,[1]
Leposternon_wuchereri,0,[1]
Leptodeira_annulata,0,[19]
Leptodeira_bakeri,0,[19]
Leptodeira_frenata,0,[19]
Leptodeira_maculata,0,[19]
Leptodeira_nigrofasciata,0,[19]
Leptodeira_punctata,0,[19]
Leptodeira_rubricata,0,[19]
Leptodeira_septentrionalis,0,[19]
Leptodeira_splendida,0,[19]
Leptodrymus_pulcherrimus,0,[19]
Leptophis_ahaetulla,0,[19]
Leptophis_cupreus,0,[19]
Leptophis_depressirostris,0,[19]
Leptophis_diplotropis,0,[19]
Leptophis_mexicanus,0,[19]
Leptophis_modestus,0,[19]
Leptophis_nebulosus,0,[19]
Leptophis_riveti,0,[19]
Leptophis_santamartensis,0,[19]
Leptophis_stimsoni,0,[19]
Leptotyphlops_adleri,0,[16]
Leptotyphlops_aethiopicus,0,[16]
Leptotyphlops_affinis,0,[16]
Leptotyphlops_albifrons,0,[16]
Leptotyphlops_albipuncta,0,[16]
Leptotyphlops_albiventer,0,[16]
Leptotyphlops_alfredschmidti,0,[16]
Leptotyphlops_algeriensis,0,[16]
Leptotyphlops_anthracinus,0,[16]
Leptotyphlops_asbolepis,0,[16]
Leptotyphlops_australis,0,[16]
Leptotyphlops_bicolor,0,[16]
Leptotyphlops_bilineatus,0,[16]
Leptotyphlops_blanfordi,0,[16]
Leptotyphlops_borapeliotes,0,[16]
Leptotyphlops_borrichianus,0,[16]
Leptotyphlops_boueti,0,[16]
Leptotyphlops_boulengeri,0,[16]
Leptotyphlops_braccianii,0,[16]
Leptotyphlops_brasiliensis,0,[16]
Leptotyphlops_bressoni,0,[16]
Leptotyphlops_breuili,0,[16]
Leptotyphlops_brevissimus,0,[16]
Leptotyphlops_broadleyi,0,[16]
Leptotyphlops_burii,0,[16]
Leptotyphlops_cairi,0,[16]
Leptotyphlops_calypso,0,[16]
Leptotyphlops_carlae,0,[16]
Leptotyphlops_collaris,0,[16]
Leptotyphlops_columbi,0,[16]
Leptotyphlops_conjunctus,0,[16]
Leptotyphlops_cupinensis,0,[16]
Leptotyphlops_debilis,0,[16]
Leptotyphlops_diaplocius,0,[16]
Leptotyphlops_dimidiatus,0,[16]
Leptotyphlops_dissimilis,0,[16]
Leptotyphlops_distanti,0,[16]
Leptotyphlops_drewesi,0,[16]
Leptotyphlops_dugandi,0,[16]
Leptotyphlops_dulcis,0,[16]
Leptotyphlops_emini,0,[16]
Leptotyphlops_erythraeus,0,[16]
Leptotyphlops_filiformis,0,[16]
Leptotyphlops_fuliginosus,0,[16]
Leptotyphlops_goudotii,0,[16]
Leptotyphlops_gracilior,0,[16]
Leptotyphlops_greenwelli,0,[16]
Leptotyphlops_guayaquilensis,0,[16]
Leptotyphlops_howelli,0,[16]
Leptotyphlops_humilis,0,[16]
Leptotyphlops_ionidesi,0,[16]
Leptotyphlops_jacobseni,0,[16]
Leptotyphlops_joshuai,0,[16]
Leptotyphlops_keniensis,0,[16]
Leptotyphlops_koppesi,0,[16]
Leptotyphlops_labialis,0,[16]
Leptotyphlops_leptipilepta,0,[16]
Leptotyphlops_longicaudus,0,[16]
Leptotyphlops_macrolepis,0,[16]
Leptotyphlops_macrops,0,[16]
Leptotyphlops_macrorhynchus,0,[16]
Leptotyphlops_macrurus,0,[16]
Leptotyphlops_maximus,0,[16]
Leptotyphlops_mbanjensis,0,[16]
Leptotyphlops_melanotermus,0,[16]
Leptotyphlops_melanurus,0,[16]
Leptotyphlops_munoai,0,[16]
Leptotyphlops_narirostris,0,[16]
Leptotyphlops_nasalis,0,[16]
Leptotyphlops_natatrix,0,[16]
Leptotyphlops_nicefori,0,[16]
Leptotyphlops_nigricans,0,[16]
Leptotyphlops_nigroterminus,0,[16]
Leptotyphlops_nursii,0,[16]
Leptotyphlops_occidentalis,0,[16]
Leptotyphlops_parkeri,0,[16]
Leptotyphlops_pembae,0,[16]
Leptotyphlops_perreti,0,[16]
Leptotyphlops_peruvianus,0,[16]
Leptotyphlops_phillipsi,0,[16]
Leptotyphlops_pungwensis,0,[16]
Leptotyphlops_pyrites,0,[16]
Leptotyphlops_reticulatus,0,[16]
Leptotyphlops_rostratus,0,[16]
Leptotyphlops_rouxestevae,0,[16]
Leptotyphlops_rubrolineatus,0,[16]
Leptotyphlops_rufidorsus,0,[16]
Leptotyphlops_salgueiroi,0,[16]
Leptotyphlops_scutifrons,0,[16]
Leptotyphlops_septemstriatus,0,[16]
Leptotyphlops_signatus,0,[16]
Leptotyphlops_striatula,0,[16]
Leptotyphlops_subcrotillus,0,[16]
Leptotyphlops_sundewalli,0,[16]
Leptotyphlops_sylvicolus,0,[16]
Leptotyphlops_tanae,0,[16]
Leptotyphlops_teaguei,0,[16]
Leptotyphlops_telloi,0,[16]
Leptotyphlops_tenellus,0,[16]
Leptotyphlops_tesselatus,0,[16]
Leptotyphlops_tricolor,0,[16]
Leptotyphlops_undecimstriatus,0,[16]
Leptotyphlops_unguirostris,0,[16]
Leptotyphlops_vellardi,0,[16]
Leptotyphlops_weyrauchi,0,[16]
Leptotyphlops_wilsoni,0,[16]
Lepturophis_albofuscus,0,[19]
Lerista_aericeps,0,[24]
Lerista_allanae,0,[24]
Lerista_allochira,0,[24]
Lerista_ameles,0,[24]
Lerista_amicorum,0,[24]
Lerista_apoda,0,[24]
Lerista_arenicola,0,[24]
Lerista_axillaris,0,[24]
Lerista_baynesi,0,[24]
Lerista_bipes,0,[24]
Lerista_borealis,0,[24]
Lerista_bougainvillii,0/1,[24]
Lerista_bunglebungle,0,[24]
Lerista_carpentariae,0,[24]
Lerista_chalybura,0,[24]
Lerista_chordae,0,[24]
Lerista_christinae,0,[24]
Lerista_cinerea,0,[24]
Lerista_clara,0,[24]
Lerista_colliveri,0,[24]
Lerista_connivens,0,[24]
Lerista_desertorum,0,[24]
Lerista_distinguenda,0,[24]
Lerista_dorsalis,0,[24]
Lerista_edwardsae,0,[24]
Lerista_elegans,0,[24]
Lerista_elongata,0,[24]
Lerista_emmotti,0,[24]
Lerista_eupoda,0,[24]
Lerista_flammicauda,0,[24]
Lerista_fragilis,0,[24]
Lerista_frosti,0,[24]
Lerista_gascoynensis,0,[24]
Lerista_gerrardii,0,[24]
Lerista_greeri,0,[24]
Lerista_griffini,0,[24]
Lerista_haroldi,0,[24]
Lerista_humphriesi,0,[24]
Lerista_ingrami,0,[24]
Lerista_ips,0,[24]
Lerista_jacksoni,0,[24]
Lerista_kalumburu,0,[24]
Lerista_karlschmidti,0,[24]
Lerista_kendricki,0,[24]
Lerista_kennedyensis,0,[24]
Lerista_kingi,0,[24]
Lerista_labialis,0,[24]
Lerista_lineata,0,[24]
Lerista_lineopunctulata,0,[24]
Lerista_macropisthopus,0,[24]
Lerista_maculosa,0,[24]
Lerista_micra,0,[24]
Lerista_microtis,1,[24]
Lerista_muelleri,0,[24]
Lerista_neander,0,[24]
Lerista_nevinae,0,[24]
Lerista_nichollsi,0,[24]
Lerista_occulta,0,[24]
Lerista_onsloviana,0,[24]
Lerista_orientalis,0,[24]
Lerista_petersoni,0,[24]
Lerista_picturata,0,[24]
Lerista_planiventralis,0,[24]
Lerista_praefrontalis,0,[24]
Lerista_praepedita,0,[24]
Lerista_punctatovittata,0,[24]
Lerista_puncticauda,0,[24]
Lerista_quadrivincula,0,[24]
Lerista_rhodonoides,0,[24]
Lerista_robusta,0,[24]
Lerista_rolfei,0,[24]
Lerista_separanda,0,[24]
Lerista_simillima,0,[24]
Lerista_speciosa,0,[24]
Lerista_stictopleura,0,[24]
Lerista_storri,0,[24]
Lerista_stylis,0,[24]
Lerista_taeniata,0,[24]
Lerista_talpina,0,[24]
Lerista_terdigitata,0,[24]
Lerista_tridactyla,0,[24]
Lerista_uniduo,0,[24]
Lerista_varia,0,[24]
Lerista_verhmens,0,[24]
Lerista_vermicularis,0,[24]
Lerista_viduata,0,[24]
Lerista_vittata,0,[24]
Lerista_walkeri,0,[24]
Lerista_wilkinsi,0,[24]
Lerista_xanthura,0,[24]
Lerista_yuna,0,[24]
Lerista_zietzi,0,[24]
Lerista_zonulata,0,[24]
Letheobia_ataeniata,0,[16]
Letheobia_caeca,0,[16]
Letheobia_debilis,0,[16]
Letheobia_decorosa,0,[16]
Letheobia_erythraea,0,[16]
Letheobia_gracilis,0,[16]
Letheobia_graueri,0,[16]
Letheobia_jubana,0,[16]
Letheobia_kibarae,0,[16]
Letheobia_largeni,0,[16]
Letheobia_lumbriciformis,0,[16]
Letheobia_obtusa,0,[16]
Letheobia_pallida,0,[16]
Letheobia_pauwelsi,0,[16]
Letheobia_pembana,0,[16]
Letheobia_rufescens,0,[16]
Letheobia_scortecci,0,[16]
Letheobia_somalica,0,[16]
Letheobia_sudanensis,0,[16]
Letheobia_swahilica,0,[16]
Letheobia_toritensis,0,[16]
Letheobia_uluguruensis,0,[16]
Letheobia_unitaeniata,0,[16]
Letheobia_wittei,0,[16]
Lialis_burtonis,0,[4]
Lialis_jicari,0,[4]
Liasis_fuscus,0,[17]
Liasis_mackloti,0,[17]
Liasis_olivaceus,0,[17]
Lichanura_trivirgata,1,[18]
Limnophis_bicolor,0,[19]
Lioheterophis_iheringi,0,[19]
Liolaemus_abaucan,0,[7]
Liolaemus_albiceps,1,[7]
Liolaemus_alticolor,1,[7]
Liolaemus_andinus,1,[7]
Liolaemus_anomalus,0,[7]
Liolaemus_arambarensis,0,[7]
Liolaemus_archeforus,1,[7]
Liolaemus_atacamensis,0,[7]
Liolaemus_audituvelatus,1,[7]
Liolaemus_austromendocinus,1,[7]
Liolaemus_azarai,0,[7]
Liolaemus_baguali,1,[7]
Liolaemus_barbarae,1,[7]
Liolaemus_bellii,1,[7]
Liolaemus_bibronii,0,[7]
Liolaemus_bisignatus,0,[7]
Liolaemus_bitaeniatus,0,[7]
Liolaemus_boulengeri,0,[7]
Liolaemus_buergeri,1,[7]
Liolaemus_calchaqui,0,[7]
Liolaemus_canqueli,0,[7]
Liolaemus_capillitas,1,[7]
Liolaemus_ceii,1,[7]
Liolaemus_chacoensis,0,[7]
Liolaemus_chaltin,0,[7]
Liolaemus_chiliensis,0,[7]
Liolaemus_coeruleus,0,[7]
Liolaemus_constanzae,0,[7]
Liolaemus_crepuscularis,1,[7]
Liolaemus_cristiani,1,[7]
Liolaemus_curicensis,1,[7]
Liolaemus_curis,1,[7]
Liolaemus_cuyanus,0,[7]
Liolaemus_cyanogaster,1,[7]
Liolaemus_darwinii,0,[7]
Liolaemus_dicktracy,1,[7]
Liolaemus_donosobarrosi,0,[7]
Liolaemus_dorbignyi,1,[7]
Liolaemus_duellmani,1,[7]
Liolaemus_eleodori,1,[7]
Liolaemus_elongatus,1,[7]
Liolaemus_escarchadosi,1,[7]
Liolaemus_espinozai,1,[7]
Liolaemus_fabiani,1,[7]
Liolaemus_famatinae,1,[7]
Liolaemus_fitzgeraldi,1,[7]
Liolaemus_fitzingerii,0,[7]
Liolaemus_foxi,1,[7]
Liolaemus_fuscus,0,[7]
Liolaemus_gallardoi,1,[7]
Liolaemus_gracilis,0,[7]
Liolaemus_gravenhorstii,1,[7]
Liolaemus_grosseorum,0,[7]
Liolaemus_gununakuna,1,[7]
Liolaemus_hatcheri,1,[7]
Liolaemus_hellmichi,0,[7]
